56,738
76,696
59,1017
44,1161
72,1035
50,1299
11,1260
46,1227
84,1188
100,1360
39,1151
20,1054
94,843
58,712
38,1380
47,901
36,1385
61,1449
10,1459
73,744
11,840
15,1412
72,814
66,1364
12,882
59,676
96,1469
12,1398
12,1187
28,1039
30,518
41,874
57,727
59,874
13,1121
46,869
24,541
71,941
93,799
95,548
17,598
52,593
76,1144
92,568
30,1291
72,777
55,738
24,1283
20,1163
76,1151
74,966
83,815
25,1180
38,1053
43,940
28,540
93,705
53,795
94,1316
100,1060
33,1161
28,986
90,677
97,864
85,616
78,693
100,914
26,969
12,1454
86,1263
94,503
49,1122
91,1128
17,938
52,1471
98,929
58,1024
16,720
37,1375
11,1111
91,1479
50,762
38,1193
67,675
74,633
93,921
19,622
15,1227
86,840
46,1073
10,1043
11,821
39,1107
96,648
36,1005
95,661
38,1444
69,1065
10,1035
23,1474
41,869
94,685
100,1317
66,1121
38,957
21,1347
100,1385
87,1256
47,899
58,1163
96,1234
16,887
50,1438
16,503
27,883
40,1331
88,1251
25,1123
86,1118
71,604
84,936
52,1264
57,619
37,1002
36,994
84,612
55,1180
18,1404
81,1333
62,1280
97,764
74,847
79,1125
70,1464
33,1403
77,506
75,1209
15,848
73,1170
96,1227
82,896
84,890
85,909
84,882
69,1081
80,1337
91,961
11,741
96,1343
32,518
27,1462
89,1273
98,675
94,1379
90,852
69,1198
30,1325
60,1013
61,952
86,665
96,1247
11,758
35,1376
17,1484
91,583
66,653
18,908
80,596
10,927
75,999
24,770
24,716
13,1165
65,517
35,814
10,1029
33,684
33,1148
32,1167
96,967
33,824
47,986
68,1427
46,885
53,746
75,1013
71,1271
11,800
81,1339
55,741
71,1000
52,1093
20,747
68,623
69,1372
18,545
77,1091
49,1498
35,1303
29,751
21,766
46,755
46,682
19,661
30,1373
11,1363
73,1363
64,937
82,886
25,594
48,1032
58,1334
41,860
22,520
44,1404
62,1092
89,1225
92,1397
61,591
31,808
28,1341
52,1218
39,506
36,693
38,595
24,529
91,617
17,940
32,574
15,520
78,921
76,1338
27,648
17,622
30,673
76,774
23,1482
92,907
88,1027
27,569
86,767
17,749
30,1152
62,1052
99,1339
36,1203
87,1374
59,1285
85,1156
98,831
20,527
70,1342
18,787
39,1186
96,728
37,936
51,1043
21,1380
22,563
77,1110
56,1193
13,1041
30,734
62,1468
44,1422
36,908
12,1405
40,837
19,1379
32,1196
25,967
13,1102
20,696
91,1395
50,793
23,1041
87,1389
54,742
41,1287
38,892
81,1009
82,537
22,1239
20,1485
81,587
53,914
72,691
25,1445
33,1378
31,526
90,1225
85,657
77,528
99,925
97,799
99,713
53,806
78,1101
54,814
50,852
10,1456
48,836
66,971
17,724
86,1310
79,710
52,1008
13,1337
92,956
52,851
92,1268
28,1444
83,1004
63,1309
64,1321
42,1100
21,806
90,1113
59,1407
83,1316
52,1279
89,1131
23,1273
76,1013
20,609
19,865
31,618
99,831
50,733
21,1322
63,1180
30,710
86,1238
68,952
71,540
59,1240
10,1174
70,1296
56,1409
45,556
81,1363
67,1465
45,919
86,1175
80,1315
51,586
12,1107
33,669
44,1310
49,868
41,1461
81,859
61,1049
36,961
12,652
72,1355
79,1128
11,567
20,1305
78,580
47,1428
85,994
52,963
91,759
63,856
54,1002
53,615
52,1140
38,1205
74,1312
12,808
40,1444
91,986
74,864
81,632
53,790
32,800
30,1474
99,1329
23,915
12,1431
18,690
55,968
75,1210
55,811
40,911
47,1379
54,1437
64,1245
91,534
68,624
25,1126
33,990
26,1068
55,1403
46,692
24,780
28,1378
85,1402
15,802
